customer_id,branch_id,application_date,region,rural_urban,age,gender,marital_status,household_size,education_level,employment_status,business_type,business_age_years,monthly_income,monthly_expenses,savings_balance,existing_debt,debt_to_income_ratio,savings_to_income_ratio,income_stability,collateral,credit_history_years,previous_defaults,mobile_money_score,loan_amount,loan_term_months,interest_rate,repayment_history,loan_cycle,group_lending,model_version,decision_timestamp,monitoring_date,risk_score,prediction_probability,risk_category,human_review,manual_override,drift_score,loan_status
CUST000772,BR036,2024-05-22,North,Rural,26,Male,Married,5,None,Salaried,Transport,6,110810.69,63749.39,56815.66,14824.51,0.134,0.513,Unstable,No,5,0,74.4,154772.79,36,15.82,Good,4,Yes,SAFE-MFI-v1,2025-12-07,2024-07-13,6,0.9526,Low,No,No,0.161,1
CUST000773,BR047,2024-01-20,West,Urban,44,Male,Widowed,3,Primary,Artisan,Transport,6,73460.89,32096.85,17936.4,15509.87,0.211,0.244,Unstable,Yes,4,0,59.3,153288.14,36,14.2,Good,5,Yes,SAFE-MFI-v1,2024-05-25,2023-09-13,5,0.9241,Low,No,No,0.524,1
CUST000774,BR017,2025-10-16,North,Urban,31,Female,Married,5,Secondary,Self-employed,Services,5,43803.97,18309.84,18517.59,2199.66,0.05,0.423,Unstable,No,7,0,45.7,30313.98,6,27.65,Good,2,No,SAFE-MFI-v1,2023-05-28,2025-03-19,4,0.8808,Medium,No,No,0.054,0
CUST000775,BR014,2024-07-20,North,Urban,53,Male,Single,5,None,Trader,Retail,10,134091.45,71488.07,44069.45,17485.18,0.13,0.329,Stable,Yes,4,0,43.8,144782.0,6,17.35,Poor,3,No,SAFE-MFI-v1,2025-02-14,2025-11-28,0,0.5,High,Yes,No,0.08,0
CUST000776,BR029,2024-02-17,South,Urban,44,Female,Divorced,4,Primary,Self-employed,Transport,15,85380.08,67717.82,29341.6,14021.75,0.164,0.344,Moderately Stable,Yes,8,0,77.0,74356.25,24,23.27,Good,1,No,SAFE-MFI-v1,2025-12-09,2024-08-15,5,0.9241,Low,No,No,0.172,1
CUST000777,BR008,2024-08-11,South,Rural,39,Female,Married,3,Tertiary,Salaried,Transport,16,64763.5,37408.98,3819.76,10410.71,0.161,0.059,Stable,No,11,0,45.2,94060.06,12,24.43,Good,6,No,SAFE-MFI-v1,2025-09-03,2025-03-10,4,0.8808,Medium,No,No,0.077,1
CUST000778,BR031,2024-03-27,West,Urban,31,Male,Married,4,Tertiary,Trader,Agriculture,17,201093.38,151291.04,41237.36,39357.76,0.196,0.205,Unstable,No,4,0,59.3,336750.83,18,18.5,Good,6,Yes,SAFE-MFI-v1,2025-11-23,2024-09-27,6,0.9526,Low,No,No,0.126,1
CUST000779,BR002,2023-05-09,Central,Urban,34,Male,Divorced,3,Secondary,Self-employed,Services,19,96530.2,58052.67,58316.23,9954.33,0.103,0.604,Unstable,No,16,1,57.1,40217.2,24,27.33,Poor,1,Yes,SAFE-MFI-v1,2023-02-10,2024-11-01,-2,0.2689,High,Yes,No,0.398,0
CUST000780,BR050,2025-05-09,Central,Rural,32,Male,Widowed,4,Primary,Self-employed,Retail,9,74107.86,37410.1,6834.45,11673.24,0.158,0.092,Unstable,No,8,0,81.3,152626.55,18,17.32,Average,6,Yes,SAFE-MFI-v1,2024-12-31,2023-07-16,5,0.9241,Low,No,No,0.358,1
CUST000781,BR040,2024-02-06,South,Rural,42,Male,Divorced,5,Secondary,Trader,Agriculture,17,138151.91,52670.63,121826.92,17156.37,0.124,0.882,Moderately Stable,No,13,2,78.1,105050.15,6,21.43,Average,1,Yes,SAFE-MFI-v1,2023-10-08,2024-04-18,3,0.8176,Medium,No,No,0.127,1
CUST000782,BR003,2024-02-24,West,Rural,29,Male,Single,4,Tertiary,Self-employed,Agriculture,6,160591.78,95785.08,43918.09,29970.02,0.187,0.273,Stable,Yes,1,0,69.1,183709.92,36,19.16,Good,3,Yes,SAFE-MFI-v1,2025-07-10,2024-03-04,7,0.9707,Low,No,No,0.283,1
CUST000783,BR016,2023-09-01,North,Rural,49,Male,Single,1,Tertiary,Farmer,Services,5,104406.42,49881.55,20082.75,10743.94,0.103,0.192,Unstable,No,0,1,70.2,254373.95,24,24.31,Average,2,No,SAFE-MFI-v1,2024-11-08,2023-07-24,1,0.6225,High,Yes,No,0.229,1
CUST000784,BR038,2024-04-14,Central,Rural,41,Male,Widowed,3,Secondary,Farmer,Transport,17,65809.83,52301.04,8685.3,10759.16,0.163,0.132,Unstable,Yes,3,2,63.0,118310.14,36,22.32,Good,3,Yes,SAFE-MFI-v1,2023-11-18,2024-04-24,1,0.6225,High,Yes,No,0.176,0
CUST000785,BR047,2024-01-03,South,Urban,43,Male,Married,5,Secondary,Trader,Retail,14,258045.22,133466.74,87968.11,24183.14,0.094,0.341,Stable,No,1,0,56.4,181819.35,12,21.96,Good,3,No,SAFE-MFI-v1,2025-06-03,2023-11-12,7,0.9707,Low,No,No,0.202,1
CUST000786,BR011,2025-08-28,West,Urban,26,Male,Divorced,2,None,Artisan,Agriculture,13,32848.41,18609.12,2714.23,4326.27,0.132,0.083,Stable,Yes,5,0,67.9,9513.11,12,26.88,Good,4,Yes,SAFE-MFI-v1,2023-12-07,2024-06-29,6,0.9526,Low,No,No,0.288,1
CUST000787,BR046,2025-12-23,Central,Rural,33,Female,Married,1,Primary,Trader,Transport,5,204871.76,95474.66,41943.74,51280.55,0.25,0.205,Unstable,No,14,0,75.8,302074.12,18,23.26,Average,6,No,SAFE-MFI-v1,2023-02-11,2024-02-06,5,0.9241,Low,No,No,0.36,0
CUST000788,BR025,2025-08-10,North,Urban,52,Male,Single,6,Primary,Artisan,Retail,17,106129.18,73120.3,40156.68,2752.77,0.026,0.378,Moderately Stable,Yes,20,0,71.6,105057.05,12,15.04,Good,2,Yes,SAFE-MFI-v1,2024-04-19,2023-09-16,7,0.9707,Low,No,No,0.501,1
CUST000789,BR004,2025-11-07,Central,Urban,31,Male,Single,4,Secondary,Artisan,Services,2,102975.27,47413.39,26837.5,10631.8,0.103,0.261,Moderately Stable,Yes,17,0,89.9,83383.79,12,12.0,Good,4,No,SAFE-MFI-v1,2024-02-25,2023-10-14,6,0.9526,Low,No,No,0.291,1
CUST000790,BR015,2023-07-03,Central,Urban,40,Female,Single,3,Tertiary,Artisan,Retail,10,245668.49,92448.9,51840.46,82652.35,0.336,0.211,Moderately Stable,Yes,8,2,88.8,50647.99,18,13.64,Good,1,No,SAFE-MFI-v1,2023-02-19,2023-03-04,4,0.8808,Medium,No,No,0.12,1
CUST000791,BR011,2023-06-16,North,Urban,35,Female,Single,4,Tertiary,Artisan,Manufacturing,1,72424.84,51208.36,23736.03,9908.0,0.137,0.328,Unstable,No,19,0,70.9,61296.73,12,23.48,Poor,3,Yes,SAFE-MFI-v1,2023-08-24,2025-10-29,-1,0.3775,High,Yes,No,0.216,0
CUST000792,BR049,2024-08-21,East,Urban,33,Male,Married,5,Tertiary,Farmer,Transport,16,268593.71,214490.79,163222.09,33747.21,0.126,0.608,Stable,Yes,9,0,47.1,191059.27,6,14.14,Good,4,Yes,SAFE-MFI-v1,2025-06-09,2025-08-15,10,0.9933,Low,No,Yes,0.217,1
CUST000793,BR039,2023-04-11,North,Rural,43,Male,Widowed,3,Secondary,Farmer,Retail,11,54855.84,30879.68,13039.88,8359.09,0.152,0.238,Unstable,No,16,0,78.1,32681.33,24,9.81,Average,2,Yes,SAFE-MFI-v1,2024-07-05,2025-11-13,4,0.8808,Medium,No,No,0.245,1
CUST000794,BR021,2025-01-26,North,Rural,34,Female,Married,6,Tertiary,Salaried,Services,1,191022.72,119339.89,79109.49,27132.89,0.142,0.414,Unstable,No,13,0,88.8,98317.32,24,22.81,Average,5,Yes,SAFE-MFI-v1,2024-12-28,2023-02-04,6,0.9526,Low,No,No,0.508,1
CUST000795,BR050,2025-12-12,South,Urban,18,Male,Single,3,Secondary,Salaried,Retail,12,120697.23,63447.81,17417.07,2674.63,0.022,0.144,Moderately Stable,No,3,1,88.6,103464.68,36,15.2,Average,3,Yes,SAFE-MFI-v1,2024-06-13,2023-12-30,3,0.8176,Medium,No,No,0.324,1
CUST000796,BR031,2025-10-17,South,Urban,49,Female,Married,1,None,Trader,Manufacturing,7,182982.79,122716.21,26360.0,20908.14,0.114,0.144,Stable,No,4,0,95.3,213172.27,36,13.52,Average,6,Yes,SAFE-MFI-v1,2024-09-21,2025-04-14,6,0.9526,Low,No,No,0.171,1
CUST000797,BR002,2024-05-12,West,Urban,25,Female,Widowed,4,Primary,Salaried,Manufacturing,8,104610.58,48711.15,17856.11,30380.41,0.29,0.171,Stable,No,1,1,76.1,38502.85,18,10.41,Poor,6,Yes,SAFE-MFI-v1,2024-12-27,2025-02-04,-2,0.2689,High,Yes,No,0.139,0
CUST000798,BR003,2024-01-18,West,Urban,34,Female,Divorced,9,Primary,Farmer,Agriculture,0,96111.39,40867.16,59438.69,16681.71,0.174,0.618,Unstable,Yes,12,0,91.8,42532.86,18,21.72,Poor,5,Yes,SAFE-MFI-v1,2025-12-22,2025-10-31,1,0.6225,High,Yes,No,0.053,1
CUST000799,BR002,2024-04-07,North,Rural,31,Male,Married,3,Secondary,Farmer,Agriculture,14,140154.18,112001.7,12207.5,18184.23,0.13,0.087,Unstable,No,1,0,87.2,251053.41,18,17.11,Good,6,Yes,SAFE-MFI-v1,2024-08-19,2024-05-04,6,0.9526,Low,No,No,0.037,1
CUST000800,BR014,2024-03-03,East,Urban,43,Female,Divorced,4,None,Trader,Agriculture,4,101390.62,39059.09,57430.68,12198.18,0.12,0.566,Stable,Yes,19,0,60.3,33875.5,24,8.09,Average,1,Yes,SAFE-MFI-v1,2024-02-11,2024-05-08,5,0.9241,Low,No,No,0.046,1
CUST000801,BR041,2024-02-10,West,Urban,19,Male,Widowed,9,Secondary,Self-employed,Retail,13,104001.95,65904.26,34885.7,13912.74,0.134,0.335,Stable,No,2,1,74.2,247684.2,36,12.03,Average,4,No,SAFE-MFI-v1,2024-11-01,2025-03-08,1,0.6225,High,Yes,No,0.116,1
CUST000802,BR033,2025-04-13,Central,Urban,35,Male,Married,4,Primary,Salaried,Retail,18,105392.07,80533.1,34488.21,2956.97,0.028,0.327,Stable,Yes,13,0,66.5,11076.68,12,17.93,Average,5,No,SAFE-MFI-v1,2024-05-15,2025-02-11,5,0.9241,Low,No,No,0.268,1
CUST000803,BR041,2025-10-15,East,Rural,47,Male,Widowed,4,None,Artisan,Agriculture,12,105580.94,76460.8,41665.0,15154.7,0.144,0.395,Moderately Stable,No,11,0,88.0,44934.38,6,9.32,Good,5,Yes,SAFE-MFI-v1,2023-09-10,2025-12-13,7,0.9707,Low,No,No,0.379,1
CUST000804,BR037,2024-08-10,North,Rural,39,Male,Married,7,Tertiary,Artisan,Transport,10,113383.2,44140.83,23398.15,2203.98,0.019,0.206,Stable,No,13,0,61.2,66458.7,12,8.05,Poor,5,Yes,SAFE-MFI-v1,2023-10-30,2023-05-31,1,0.6225,High,Yes,No,0.098,0
CUST000805,BR018,2024-11-17,East,Rural,39,Male,Single,3,Secondary,Salaried,Manufacturing,4,70360.11,30037.2,16971.89,18737.03,0.266,0.241,Unstable,No,1,1,82.8,14700.24,6,26.38,Average,3,Yes,SAFE-MFI-v1,2025-03-20,2025-05-27,1,0.6225,High,Yes,No,0.136,1
CUST000806,BR048,2023-04-05,Central,Urban,43,Male,Married,5,Tertiary,Salaried,Retail,6,147133.52,108440.71,57672.64,28950.83,0.197,0.392,Stable,No,6,0,73.5,219478.8,24,15.62,Poor,1,No,SAFE-MFI-v1,2023-02-25,2025-03-02,0,0.5,High,Yes,No,0.089,0
CUST000807,BR030,2023-05-29,East,Urban,31,Male,Married,4,Primary,Farmer,Manufacturing,11,172406.71,97149.53,116788.96,16230.21,0.094,0.677,Stable,No,16,0,94.9,174245.9,24,20.61,Average,4,Yes,SAFE-MFI-v1,2025-09-20,2025-05-19,9,0.989,Low,No,No,0.29,1
CUST000808,BR042,2023-10-20,Central,Urban,44,Female,Divorced,3,None,Salaried,Agriculture,9,104535.53,78711.49,53787.74,43252.24,0.414,0.515,Unstable,Yes,16,2,90.1,117698.96,12,9.76,Good,2,Yes,SAFE-MFI-v1,2025-12-18,2023-10-07,3,0.8176,Medium,No,No,0.194,1
CUST000809,BR014,2024-04-23,East,Urban,39,Male,Single,6,Secondary,Trader,Retail,19,89327.63,39063.05,18870.98,11851.32,0.133,0.211,Stable,No,18,0,79.6,155146.59,6,19.95,Average,3,Yes,SAFE-MFI-v1,2023-02-02,2025-07-16,4,0.8808,Medium,No,No,0.36,1
CUST000810,BR038,2023-12-06,West,Rural,39,Female,Divorced,1,Tertiary,Salaried,Services,9,89374.02,57299.2,17931.36,11741.84,0.131,0.201,Stable,No,11,0,84.3,63933.41,36,9.18,Good,3,Yes,SAFE-MFI-v1,2024-08-25,2023-02-13,6,0.9526,Low,No,No,0.062,1
CUST000811,BR020,2024-02-03,South,Urban,46,Male,Married,1,Primary,Farmer,Agriculture,13,119145.73,89468.05,96193.53,12562.03,0.105,0.807,Moderately Stable,No,1,0,91.6,55171.96,6,21.03,Poor,4,Yes,SAFE-MFI-v1,2023-08-30,2025-07-25,3,0.8176,Medium,No,No,0.102,1
CUST000812,BR002,2025-06-24,South,Urban,31,Female,Married,7,Primary,Farmer,Services,11,99141.95,73105.16,48516.53,11378.39,0.115,0.489,Unstable,Yes,16,0,56.4,181568.79,36,16.99,Average,3,No,SAFE-MFI-v1,2024-12-06,2025-04-14,4,0.8808,Medium,No,No,0.417,1
CUST000813,BR008,2023-10-19,Central,Rural,42,Female,Single,4,Primary,Trader,Services,11,96190.4,73040.94,2024.59,10314.39,0.107,0.021,Unstable,No,13,0,56.9,84550.96,6,27.68,Average,4,Yes,SAFE-MFI-v1,2024-12-06,2025-04-13,4,0.8808,Medium,No,No,0.026,1
CUST000814,BR014,2023-01-31,Central,Rural,43,Female,Single,5,Primary,Self-employed,Services,10,84574.13,43603.03,57421.2,12401.16,0.147,0.679,Unstable,Yes,3,0,46.9,98349.6,12,27.71,Average,4,Yes,SAFE-MFI-v1,2024-05-07,2024-09-28,4,0.8808,Medium,No,No,0.078,0
CUST000815,BR018,2023-03-25,North,Urban,55,Female,Married,4,None,Salaried,Services,13,49245.0,25096.07,14238.43,19929.68,0.405,0.289,Unstable,Yes,12,0,61.1,94387.59,6,19.97,Good,4,Yes,SAFE-MFI-v1,2023-06-03,2023-06-16,5,0.9241,Low,No,No,0.175,1
CUST000816,BR040,2024-11-16,North,Urban,34,Male,Widowed,4,None,Artisan,Manufacturing,2,86438.5,39090.77,17572.51,6304.53,0.073,0.203,Moderately Stable,No,2,1,49.2,79538.71,18,14.43,Good,4,No,SAFE-MFI-v1,2025-12-04,2024-02-06,0,0.5,High,Yes,No,0.417,0
CUST000817,BR029,2025-04-22,South,Urban,50,Female,Married,4,Secondary,Farmer,Retail,15,57128.98,32555.61,8473.29,18452.81,0.323,0.148,Moderately Stable,Yes,9,0,66.9,45059.06,6,14.07,Average,4,No,SAFE-MFI-v1,2025-04-05,2025-04-23,4,0.8808,Medium,No,No,0.216,1
CUST000818,BR039,2023-10-08,East,Urban,37,Male,Widowed,4,Tertiary,Trader,Retail,5,103533.38,60260.45,15439.23,11856.8,0.115,0.149,Unstable,No,19,0,58.3,147322.47,18,27.25,Good,5,No,SAFE-MFI-v1,2024-06-22,2023-05-18,5,0.9241,Low,No,No,0.059,1
CUST000819,BR013,2024-02-20,West,Urban,47,Male,Married,1,Secondary,Farmer,Agriculture,6,153918.69,102375.63,36211.89,6092.09,0.04,0.235,Moderately Stable,No,12,0,52.0,173384.69,36,21.91,Poor,4,Yes,SAFE-MFI-v1,2023-12-03,2023-07-28,2,0.7311,Medium,No,No,0.041,0
CUST000820,BR011,2023-01-01,West,Urban,34,Male,Widowed,3,Primary,Artisan,Manufacturing,4,45384.24,17002.83,17296.97,3193.01,0.07,0.381,Moderately Stable,No,18,2,85.8,109162.01,24,17.66,Good,2,Yes,SAFE-MFI-v1,2024-08-30,2024-09-20,1,0.6225,High,Yes,No,0.143,0
CUST000821,BR004,2023-12-12,Central,Rural,44,Male,Married,1,Tertiary,Farmer,Services,1,104979.32,40960.69,16705.72,18704.71,0.178,0.159,Stable,Yes,9,2,63.3,129769.62,12,19.23,Good,6,Yes,SAFE-MFI-v1,2023-07-28,2025-03-26,2,0.7311,Medium,No,No,0.162,1
CUST000822,BR007,2023-10-18,West,Rural,52,Male,Married,8,None,Salaried,Agriculture,20,101005.21,80144.28,39701.08,10146.47,0.1,0.393,Stable,No,18,0,76.7,49613.64,12,20.08,Good,2,Yes,SAFE-MFI-v1,2025-05-09,2023-12-18,6,0.9526,Low,No,No,0.093,1
CUST000823,BR022,2025-10-03,Central,Rural,46,Male,Widowed,2,Primary,Artisan,Agriculture,3,36533.18,16656.33,3449.18,626.65,0.017,0.094,Unstable,Yes,10,0,84.9,62115.32,18,20.89,Good,4,No,SAFE-MFI-v1,2023-02-16,2025-10-06,5,0.9241,Low,No,No,0.152,1
CUST000824,BR038,2025-05-27,West,Urban,32,Female,Widowed,3,None,Trader,Transport,7,71684.92,43329.89,20491.26,6316.82,0.088,0.286,Moderately Stable,No,4,1,67.5,140693.28,6,9.11,Good,1,Yes,SAFE-MFI-v1,2023-10-22,2023-06-22,2,0.7311,Medium,No,No,0.188,1
CUST000825,BR011,2024-01-05,South,Rural,32,Female,Married,3,None,Trader,Manufacturing,0,100437.11,63870.95,59688.5,1712.8,0.017,0.594,Moderately Stable,No,14,1,55.8,224891.97,18,19.72,Good,2,No,SAFE-MFI-v1,2025-12-06,2023-12-23,2,0.7311,Medium,No,No,0.147,1
CUST000826,BR037,2023-10-12,East,Rural,45,Female,Single,1,Secondary,Self-employed,Transport,19,33182.81,21860.38,5222.66,1535.09,0.046,0.157,Unstable,No,17,1,82.9,51627.88,12,24.97,Good,1,No,SAFE-MFI-v1,2023-03-11,2024-04-15,3,0.8176,Medium,No,No,0.032,1
CUST000827,BR035,2025-06-06,Central,Rural,44,Female,Married,5,Secondary,Artisan,Manufacturing,19,132368.65,100564.73,54249.24,4061.97,0.031,0.41,Unstable,No,2,0,63.2,146448.23,18,15.51,Good,6,Yes,SAFE-MFI-v1,2025-07-26,2023-03-15,5,0.9241,Low,No,No,0.059,1
CUST000828,BR029,2023-07-07,East,Urban,44,Male,Widowed,2,Tertiary,Trader,Transport,6,103516.69,79421.43,26177.44,19502.46,0.188,0.253,Unstable,No,5,0,71.2,72497.03,36,18.01,Good,4,No,SAFE-MFI-v1,2023-05-11,2025-08-02,5,0.9241,Low,No,No,0.345,1
CUST000829,BR035,2025-10-05,West,Urban,41,Female,Widowed,6,Primary,Self-employed,Manufacturing,16,49348.85,21111.92,5957.87,8816.13,0.179,0.121,Unstable,Yes,1,1,61.9,49561.54,36,21.96,Good,5,Yes,SAFE-MFI-v1,2024-01-17,2024-05-01,3,0.8176,Medium,No,No,0.39,1
CUST000830,BR045,2024-07-05,North,Rural,50,Female,Widowed,2,Secondary,Trader,Services,1,55433.66,27075.85,6222.28,4854.12,0.088,0.112,Stable,No,5,0,61.5,71151.53,36,25.54,Good,6,Yes,SAFE-MFI-v1,2025-02-06,2024-07-03,4,0.8808,Medium,No,No,0.121,1
CUST000831,BR034,2025-03-16,West,Rural,23,Male,Married,1,Secondary,Artisan,Manufacturing,5,65025.18,30471.04,11555.4,11842.59,0.182,0.178,Unstable,Yes,4,0,74.4,22164.52,36,15.82,Average,4,No,SAFE-MFI-v1,2024-03-31,2024-02-03,3,0.8176,Medium,No,No,0.249,1
CUST000832,BR037,2023-07-31,East,Rural,47,Male,Divorced,2,None,Farmer,Agriculture,17,288323.13,223412.34,102064.55,19050.51,0.066,0.354,Moderately Stable,No,15,0,36.0,432297.03,18,15.3,Good,5,Yes,SAFE-MFI-v1,2024-03-29,2024-03-31,9,0.989,Low,No,No,0.078,1
CUST000833,BR039,2025-01-27,North,Urban,47,Male,Widowed,4,Secondary,Farmer,Retail,20,130485.63,92247.84,42693.15,19987.27,0.153,0.327,Moderately Stable,No,12,1,77.6,82145.9,36,10.15,Good,5,Yes,SAFE-MFI-v1,2025-09-25,2024-08-11,4,0.8808,Medium,No,No,0.151,1
CUST000834,BR015,2023-01-16,South,Rural,44,Male,Single,4,None,Trader,Services,15,161051.84,57471.37,52398.52,38164.79,0.237,0.325,Stable,Yes,16,1,60.0,434503.05,18,25.77,Average,3,No,SAFE-MFI-v1,2023-06-26,2025-01-15,4,0.8808,Medium,No,No,0.019,1
CUST000835,BR020,2023-06-30,East,Rural,31,Female,Single,5,Secondary,Farmer,Agriculture,3,105164.43,76675.85,22581.29,23776.36,0.226,0.215,Stable,No,11,0,79.0,124540.91,12,27.49,Average,4,No,SAFE-MFI-v1,2025-12-10,2023-07-19,3,0.8176,Medium,No,No,0.051,1
CUST000836,BR028,2025-07-05,East,Urban,54,Male,Divorced,2,Primary,Salaried,Manufacturing,2,72104.39,31884.51,51471.86,10705.61,0.148,0.714,Stable,No,5,0,89.4,61469.91,36,23.41,Good,1,No,SAFE-MFI-v1,2025-12-08,2025-08-26,4,0.8808,Medium,No,No,0.246,1
CUST000837,BR039,2023-09-27,West,Urban,30,Female,Divorced,6,Primary,Self-employed,Services,16,135470.29,56024.18,13481.59,26749.57,0.197,0.1,Unstable,No,11,0,78.6,210457.26,12,21.49,Poor,5,No,SAFE-MFI-v1,2025-05-26,2025-05-02,0,0.5,High,Yes,No,0.544,1
CUST000838,BR021,2025-11-03,West,Rural,32,Female,Divorced,2,Secondary,Self-employed,Agriculture,15,147855.87,106025.7,39179.54,1160.12,0.008,0.265,Unstable,Yes,10,2,76.9,82355.56,18,17.89,Good,3,No,SAFE-MFI-v1,2025-05-14,2025-01-14,2,0.7311,Medium,No,No,0.308,1
CUST000839,BR021,2024-08-12,South,Urban,39,Female,Single,6,None,Trader,Manufacturing,0,44521.13,20493.5,13994.78,8239.19,0.185,0.314,Stable,No,0,1,88.6,119123.68,6,9.02,Good,3,Yes,SAFE-MFI-v1,2024-04-15,2024-04-20,2,0.7311,Medium,No,No,0.208,1
CUST000840,BR016,2023-09-26,North,Rural,34,Female,Single,4,Primary,Salaried,Manufacturing,10,268825.43,100522.81,54969.07,30180.49,0.112,0.204,Moderately Stable,Yes,6,0,88.7,363076.41,24,13.69,Average,2,No,SAFE-MFI-v1,2024-08-04,2024-09-13,7,0.9707,Low,No,No,0.049,1
CUST000841,BR034,2025-12-10,Central,Rural,50,Female,Widowed,6,Primary,Trader,Agriculture,13,99360.16,78168.08,24897.13,25493.3,0.257,0.251,Moderately Stable,No,14,0,77.4,105606.77,18,15.88,Average,2,No,SAFE-MFI-v1,2023-09-23,2025-01-20,3,0.8176,Medium,No,No,0.241,0
CUST000842,BR048,2023-12-10,East,Rural,43,Male,Single,6,Primary,Self-employed,Services,3,81215.1,53096.27,38588.02,14422.77,0.178,0.475,Unstable,Yes,2,0,81.9,90156.44,36,21.32,Good,6,Yes,SAFE-MFI-v1,2024-09-16,2023-07-09,5,0.9241,Low,No,No,0.098,1
CUST000843,BR048,2023-01-17,North,Urban,31,Female,Divorced,4,Tertiary,Self-employed,Agriculture,17,144176.63,101445.96,37578.82,26493.38,0.184,0.261,Moderately Stable,Yes,17,0,49.2,73405.78,24,20.22,Good,6,Yes,SAFE-MFI-v1,2025-07-22,2023-12-29,7,0.9707,Low,No,No,0.087,1
CUST000844,BR023,2025-09-10,West,Rural,44,Female,Divorced,5,Secondary,Trader,Agriculture,12,155043.51,111749.23,35709.34,4051.77,0.026,0.23,Stable,No,1,0,33.0,126984.43,36,18.95,Good,6,No,SAFE-MFI-v1,2025-02-22,2024-05-08,5,0.9241,Low,No,No,0.184,1
CUST000845,BR026,2023-04-19,Central,Urban,35,Female,Single,4,Tertiary,Self-employed,Retail,14,45420.99,26981.46,9541.12,1570.06,0.035,0.21,Unstable,Yes,14,1,94.9,69330.62,12,12.62,Poor,6,Yes,SAFE-MFI-v1,2024-01-17,2023-03-01,0,0.5,High,Yes,No,0.314,0
CUST000846,BR012,2023-11-14,Central,Urban,42,Female,Married,8,None,Trader,Manufacturing,18,89956.63,64620.13,16044.9,10067.28,0.112,0.178,Stable,No,7,0,78.1,222417.88,12,21.33,Good,2,Yes,SAFE-MFI-v1,2025-01-14,2024-05-15,5,0.9241,Low,No,No,0.121,1
CUST000847,BR035,2024-02-21,East,Rural,43,Female,Widowed,3,None,Trader,Transport,15,83337.63,41442.31,22697.72,4751.83,0.057,0.272,Stable,Yes,12,0,97.9,63672.74,6,22.39,Average,3,No,SAFE-MFI-v1,2025-10-17,2023-08-27,5,0.9241,Low,No,No,0.353,1
CUST000848,BR029,2025-06-17,North,Urban,38,Male,Widowed,6,None,Self-employed,Retail,10,152285.29,58734.32,42810.91,9677.67,0.064,0.281,Stable,No,19,0,69.5,60155.8,36,17.8,Poor,6,Yes,SAFE-MFI-v1,2025-10-01,2024-10-31,2,0.7311,Medium,No,No,0.027,0
CUST000849,BR036,2025-11-28,South,Urban,35,Male,Single,7,None,Self-employed,Manufacturing,12,52722.26,28591.35,17687.63,4413.94,0.084,0.335,Unstable,No,1,0,61.5,14783.18,12,22.3,Good,1,Yes,SAFE-MFI-v1,2025-09-28,2025-08-11,4,0.8808,Medium,No,No,0.078,1
CUST000850,BR033,2025-06-16,East,Urban,51,Female,Divorced,6,Primary,Self-employed,Services,12,62905.27,47667.87,9987.46,6274.43,0.1,0.159,Stable,No,1,0,53.9,46583.07,18,17.26,Poor,2,No,SAFE-MFI-v1,2023-06-17,2024-10-18,-2,0.2689,High,Yes,No,0.113,1
CUST000851,BR005,2024-12-11,South,Urban,36,Male,Single,10,Primary,Artisan,Agriculture,18,98778.21,61760.22,16206.63,13635.7,0.138,0.164,Unstable,Yes,0,0,74.3,153469.99,12,24.84,Good,6,No,SAFE-MFI-v1,2025-11-13,2024-01-30,4,0.8808,Medium,No,No,0.153,1
CUST000852,BR013,2023-01-11,Central,Rural,53,Female,Single,3,Primary,Artisan,Transport,2,43352.38,33076.85,1575.77,9360.31,0.216,0.036,Unstable,No,4,0,85.9,28693.06,12,27.09,Average,1,Yes,SAFE-MFI-v1,2023-08-30,2025-07-31,3,0.8176,Medium,No,No,0.111,0
CUST000853,BR049,2023-10-13,North,Urban,39,Male,Single,5,None,Trader,Transport,3,183831.44,129902.46,46282.99,38093.48,0.207,0.252,Stable,No,1,0,83.5,484072.55,6,10.87,Good,6,Yes,SAFE-MFI-v1,2025-12-19,2025-06-15,6,0.9526,Low,No,No,0.289,1
CUST000854,BR013,2024-03-14,North,Rural,21,Male,Widowed,3,Tertiary,Farmer,Agriculture,17,67518.34,42498.4,24532.14,5138.58,0.076,0.363,Stable,No,14,0,70.6,87232.69,18,25.37,Average,1,Yes,SAFE-MFI-v1,2024-07-31,2023-12-27,4,0.8808,Medium,No,No,0.176,1
CUST000855,BR019,2023-02-16,Central,Rural,31,Male,Divorced,3,None,Artisan,Manufacturing,4,73177.31,35178.47,53698.94,11496.61,0.157,0.734,Stable,No,12,0,83.7,132429.79,36,18.94,Good,3,No,SAFE-MFI-v1,2024-12-17,2025-02-18,4,0.8808,Medium,No,No,0.153,1
CUST000856,BR005,2023-01-03,South,Rural,39,Male,Widowed,6,None,Salaried,Agriculture,14,184402.8,125031.45,91674.54,11159.16,0.061,0.497,Stable,Yes,6,0,82.8,190349.77,18,23.21,Good,5,Yes,SAFE-MFI-v1,2024-09-20,2023-09-24,11,0.9959,Low,No,No,0.14,1
CUST000857,BR002,2024-06-15,North,Urban,49,Male,Married,3,Tertiary,Salaried,Transport,3,143157.7,112544.95,47881.96,8090.88,0.057,0.334,Moderately Stable,No,15,0,47.9,84729.56,24,27.51,Good,2,Yes,SAFE-MFI-v1,2023-05-06,2025-06-26,5,0.9241,Low,No,No,0.136,1
